"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"48",20.24,30.05,32.7,34.1,28.78,24.18,16.93,28.78,16.2,12.48,13.59,19.36,18.51,19.36,26.39,28.78,32.7,23.13,25.59,22.71,26.7,21.55,22.74,22.35,23.75,25.72,28.13,30.3,32.74,35.19,37.45,39.88,42.3,64.51,74.72,83.83,88.67,95.55,107.16,105.2,112.63,121.97,129.6,158.02,159.37,163.66,164.45,163.66,151.62,147.88,132.55,141.69,137.23,160.61,162.76,166.5,165.11,165.85,157.14,164.76,166.06,165.64,162.76,163.66,155.53,144.42,127.45,118.26,109.94,98.27,89.38,80.49,70.8,44.67,41.53,38.42,35.28,32.26,29.07,26.12,22.89,19.72,16.63,13.45,10.54,7.96,7.44,7.34,7.78,8.11,8.06,8.16,8.06,7.72,7.84,7.72,7.84,7.6,7.66,7.49,7.72,7.55,7.66,10.05,12.9,15.42,18.04,20.81,23.72,26.35,28.95,31.71,34.36,36.95,39.42,42.12,47.48,46.47,46.58,45.95,46.05,43.15,41.32,40.54,40.6,41.62,38.26,39.47,38.66,43.72,38.61,41.29,43.3,44.38,49.23,39.46,43.3,41.29,37.04,32.13,32.13,31.17,30.28,30.28,27.27,27.61,29.87,31.17,31.64,28.7,29.07,29.46,27.27,31.71,34.27,37.99,40.86,42.38,44.22,45.38,61.46,65.38,76.51,80.76,85.38,80.55,93.7,83,94.19,118.15,120.51,126.53,141.69,134.92,141.69,141.69,145.89,153.36,141.69,122.69,127.69,122.69,122.69,114.99,99.33,101.94,94.15,81.52,81.52,81.52,91.58,91.58,91.58,96.74,91.58,92.65,71.99,80.66,83.76,74.83,84.53,85.53,76.17,69.94,48.91,49.86,50.47,47.77,44.83,46.53,46.96,49.61,49.57,48.73,51.34,48.5,52.7,50.49,44.03,42.69,38.61,42.27,43.3,32.13,36.32,38.61,36.32,34.34,31.64,31.17,33.18,39.46,37.04,34.97,35.62,33.18,31.17,30.48,31.24,33,38.12,40.46,44.81,43.55,46.91,44.89,46.01,46.83,49.6,44.66,42.54,39.26,36.43,33.78,31.39,28.42,25.55,22.84,20.16,17.4,14.7,11.97,9.31,6.57,7.33,7.18,7.33,7.33,6.83,7.03,7.18,6.55,6.75,6.68,6.56,6.53,6.53,6.63,6.57,6.68,7.47,7.65,7.65,7.85,8.07,13.67,21.06,26.18,32.85,39.12,47.65,46.54,45.48,44.56,43.86,45.14,44.84,44.65,41.54,43.5
"49",19.36,28.78,31.35,32.7,27.57,23.13,16.2,27.57,15.49,11.96,13.02,18.51,17.71,18.51,25.27,27.57,31.35,22.13,24.6,21.96,25.9,21.11,22.36,22.16,23.65,25.67,28.08,30.31,32.72,35.16,37.44,39.86,42.28,64.46,74.66,83.52,87.93,94.57,106.13,103.66,110.88,120.06,127.49,156.57,158.02,162.76,163.66,162.76,149.79,145.89,130.14,139.49,134.92,159.37,161.74,166.34,164.45,166.21,158.57,165.37,165.64,165.11,161.74,162.76,155.03,143.77,126.23,117.19,109.07,97.4,88.67,79.94,70.38,44.67,41.53,38.41,35.27,32.24,29.05,26.09,22.86,19.69,16.6,13.42,10.49,7.9,7.38,7.29,7.72,8.06,8.01,8.11,8.01,7.66,7.78,7.66,7.78,7.55,7.6,7.44,7.66,7.49,7.6,10,12.85,15.37,18,20.77,23.69,26.32,28.92,31.7,34.34,36.94,39.4,42.11,47.54,46.56,46.76,46.19,46.38,43.42,41.59,40.86,41.02,42.17,38.73,40.09,39.33,44.73,39.46,42.27,44.38,45.51,50.59,40.35,44.38,42.27,37.81,32.64,32.64,31.64,30.72,30.72,27.61,27.97,30.28,31.64,32.13,29.07,29.46,29.87,27.61,32.07,34.6,38.34,41.19,42.64,44.41,45.48,61.19,64.88,75.97,79.99,84.4,79.27,92.3,81.35,92.35,116.34,118.46,124.3,139.49,132.55,139.49,139.49,143.82,151.62,139.49,120.14,125.21,120.14,120.14,112.39,96.74,99.33,91.58,79.07,79.07,79.07,89.03,89.03,89.03,94.15,89.03,90.29,70.02,78.78,82.07,73.39,83.32,84.68,75.48,69.48,49.03,50.11,50.81,48.06,45.06,46.92,47.45,50.3,50.33,49.53,52.33,49.44,53.9,51.67,45,43.67,39.46,43.3,44.38,32.64,37.04,39.46,37.04,34.97,32.13,31.64,33.75,40.35,37.81,35.62,36.32,33.75,31.64,30.85,31.56,33.3,38.56,40.92,45.39,43.98,47.41,45.19,46.28,47.04,49.85,44.65,42.47,39.23,36.42,33.76,31.32,28.38,25.55,22.85,20.18,17.41,14.69,11.97,9.34,6.59,7.41,7.25,7.41,7.41,6.89,7.1,7.25,6.57,6.68,6.63,6.54,6.53,6.53,6.67,6.59,6.63,7.31,7.47,7.47,7.65,7.85,13.54,20.85,26.08,32.73,39.02,47.7,46.62,45.59,44.69,44.03,45.46,45.22,45.1,41.91,44.04
"50",18.51,27.57,30.05,31.35,26.39,22.13,15.49,26.39,14.83,11.48,12.48,17.71,16.93,17.71,24.18,26.39,30.05,21.17,23.66,21.24,25.13,20.68,22.01,21.99,23.56,25.64,28.04,30.32,32.7,35.13,37.44,39.85,42.26,64.39,74.57,83.18,87.16,93.55,105.06,102.09,109.11,118.11,125.33,155.01,156.57,161.74,162.76,161.74,147.88,143.82,127.69,137.23,132.55,158.02,160.61,166.06,163.66,166.43,159.89,165.85,165.11,164.45,160.61,161.74,154.43,143.03,124.95,116.05,108.14,96.49,87.93,79.36,69.94,44.66,41.52,38.4,35.26,32.22,29.04,26.06,22.84,19.67,16.57,13.4,10.45,7.84,7.34,7.25,7.66,8.01,7.96,8.06,7.96,7.6,7.72,7.6,7.72,7.49,7.55,7.38,7.6,7.44,7.55,9.96,12.8,15.33,17.97,20.74,23.65,26.29,28.89,31.67,34.33,36.93,39.39,42.1,47.59,46.65,46.95,46.44,46.73,43.71,41.87,41.19,41.45,42.75,39.22,40.75,40.04,45.79,40.35,43.3,45.51,46.7,51.99,41.29,45.51,43.3,38.61,33.18,33.18,32.13,31.17,31.17,27.97,28.33,30.72,32.13,32.64,29.46,29.87,30.28,27.97,32.44,34.93,38.7,41.54,42.91,44.62,45.59,60.9,64.39,75.41,79.19,83.39,77.99,90.89,79.7,90.5,114.5,116.36,122.03,137.23,130.14,137.23,137.23,141.69,149.79,137.23,117.58,122.69,117.58,117.58,109.78,94.15,96.74,89.03,76.65,76.65,76.65,86.5,86.5,86.5,91.58,86.5,87.94,68.08,76.92,80.38,71.95,82.1,83.8,74.77,69.02,49.16,50.36,51.17,48.38,45.3,47.33,47.97,51.01,51.12,50.36,53.35,50.43,55.13,52.89,46,44.69,40.35,44.38,45.51,33.18,37.81,40.35,37.81,35.62,32.64,32.13,34.34,41.29,38.61,36.32,37.04,34.34,32.13,31.22,31.89,33.61,39.01,41.4,46.01,44.43,47.93,45.51,46.55,47.26,50.11,44.63,42.4,39.21,36.42,33.74,31.26,28.34,25.56,22.87,20.21,17.42,14.68,11.98,9.38,6.63,7.48,7.33,7.48,7.48,6.96,7.18,7.33,6.59,6.63,6.59,6.53,6.55,6.55,6.72,6.63,6.59,7.17,7.31,7.31,7.47,7.65,13.41,20.65,25.99,32.63,38.94,47.77,46.7,45.7,44.83,44.22,45.8,45.63,45.58,42.3,44.62
"51",17.71,26.39,28.78,30.05,25.27,21.17,14.83,25.27,14.19,11.03,11.96,16.93,16.2,16.93,23.13,25.27,28.78,20.24,22.74,20.55,24.39,20.28,21.68,21.83,23.49,25.6,28,30.33,32.69,35.11,37.44,39.84,42.24,64.31,74.46,82.81,86.36,92.51,103.94,100.5,107.3,116.12,123.13,153.36,155.01,160.61,161.74,160.61,145.89,141.69,125.21,134.92,130.14,156.57,159.37,165.64,162.76,166.53,161.1,166.21,164.45,163.66,159.37,160.61,153.72,142.19,123.6,114.87,107.16,95.55,87.16,78.77,69.48,44.66,41.52,38.4,35.26,32.2,29.02,26.03,22.81,19.65,16.55,13.38,10.4,7.78,7.29,7.21,7.6,7.96,7.9,8.01,7.9,7.55,7.66,7.55,7.66,7.44,7.49,7.34,7.55,7.38,7.49,9.92,12.76,15.3,17.94,20.7,23.61,26.25,28.86,31.65,34.31,36.91,39.37,42.08,47.65,46.75,47.15,46.71,47.1,44.01,42.17,41.54,41.9,43.37,39.74,41.44,40.78,46.91,41.29,44.38,46.7,47.94,53.46,42.27,46.7,44.38,39.46,33.75,33.75,32.64,31.64,31.64,28.33,28.7,31.17,32.64,33.18,29.87,30.28,30.72,28.33,32.83,35.29,39.08,41.91,43.19,44.83,45.7,60.61,63.88,74.83,78.38,82.37,76.71,89.46,78.05,88.64,112.61,114.24,119.72,134.92,127.69,134.92,134.92,139.49,147.88,134.92,114.99,120.14,114.99,114.99,107.17,91.58,94.15,86.5,74.27,74.27,74.27,83.99,83.99,83.99,89.03,83.99,85.61,66.18,75.07,78.7,70.53,80.87,82.91,74.04,68.54,49.3,50.62,51.54,48.7,45.55,47.76,48.5,51.76,51.95,51.23,54.42,51.45,56.42,54.17,47.06,45.76,41.29,45.51,46.7,33.75,38.61,41.29,38.61,36.32,33.18,32.64,34.97,42.27,39.46,37.04,37.81,34.97,32.64,31.61,32.23,33.93,39.49,41.91,46.65,44.9,48.48,45.85,46.85,47.49,50.38,44.62,42.34,39.19,36.42,33.72,31.21,28.32,25.57,22.89,20.24,17.44,14.68,11.99,9.42,6.67,7.56,7.41,7.56,7.56,7.03,7.25,7.41,6.63,6.59,6.56,6.53,6.57,6.57,6.77,6.67,6.56,7.04,7.17,7.17,7.31,7.47,13.31,20.47,25.91,32.53,38.85,47.83,46.79,45.81,44.98,44.41,46.16,46.05,46.07,42.71,45.23
"52",16.93,25.27,27.57,28.78,24.18,20.24,14.19,24.18,13.59,10.6,11.48,16.2,15.49,16.2,22.13,24.18,27.57,19.36,21.87,19.89,23.68,19.91,21.37,21.68,23.42,25.58,27.98,30.35,32.68,35.09,37.44,39.83,42.23,64.21,74.32,82.41,85.53,91.44,102.78,98.88,105.46,114.1,120.9,151.62,153.36,159.37,160.61,159.37,143.82,139.49,122.69,132.55,127.69,155.01,158.02,165.11,161.74,166.5,162.2,166.43,163.66,162.76,158.02,159.37,152.9,141.25,122.19,113.62,106.13,94.57,86.36,78.15,69.02,44.65,41.51,38.39,35.26,32.19,29.01,26,22.79,19.64,16.53,13.37,10.37,7.72,7.25,7.18,7.55,7.9,7.84,7.96,7.84,7.49,7.6,7.49,7.6,7.38,7.44,7.29,7.49,7.34,7.44,9.89,12.71,15.26,17.91,20.67,23.58,26.22,28.83,31.63,34.29,36.89,39.36,42.07,47.7,46.85,47.37,46.98,47.49,44.33,42.48,41.91,42.38,44.01,40.28,42.16,41.56,48.07,42.27,45.51,47.94,49.23,54.99,43.3,47.94,45.51,40.35,34.34,34.34,33.18,32.13,32.13,28.7,29.07,31.64,33.18,33.75,30.28,30.72,31.17,28.7,33.23,35.65,39.48,42.3,43.49,45.06,45.81,60.32,63.37,74.24,77.55,81.34,76.71,88.01,76.42,88.64,110.7,112.09,117.39,132.55,125.21,132.55,132.55,137.23,145.89,132.55,112.39,117.58,112.39,112.39,104.55,89.03,91.58,83.99,71.92,71.92,71.92,81.52,81.52,81.52,86.5,81.52,83.31,64.3,73.24,77.03,69.12,79.64,81.99,73.31,68.05,49.44,50.9,51.93,49.05,45.81,48.21,49.07,52.53,52.8,52.14,55.52,52.51,57.75,55.49,48.16,46.88,42.27,46.7,47.94,34.34,39.46,42.27,39.46,37.04,33.75,33.18,35.62,43.3,40.35,37.81,38.61,35.62,33.18,32.01,32.58,34.26,40,42.45,47.33,45.39,49.05,46.2,47.15,47.74,50.67,44.6,42.28,39.17,36.42,33.71,31.16,28.29,25.58,22.92,20.28,17.47,14.69,12.02,9.47,6.72,7.64,7.48,7.64,7.64,7.1,7.33,7.48,6.67,6.56,6.54,6.55,6.59,6.59,6.83,6.72,6.54,6.93,7.04,7.04,7.17,7.31,13.21,20.3,25.84,32.44,38.78,47.9,46.88,45.93,45.14,44.62,46.53,46.5,46.6,43.14,45.86
"53",16.2,24.18,26.39,27.57,23.13,19.36,13.59,23.13,13.02,10.2,11.03,15.49,14.83,15.49,21.17,23.13,26.39,18.51,21.04,19.27,23,19.55,21.08,21.55,23.36,25.56,27.96,30.37,32.68,35.08,37.44,39.82,42.22,64.1,74.15,81.97,84.68,90.34,101.58,97.25,103.61,112.05,118.63,149.79,151.62,158.02,159.37,158.02,141.69,137.23,120.14,130.14,125.21,153.36,156.57,164.45,160.61,166.34,163.18,166.53,162.76,161.74,156.57,158.02,151.97,140.23,120.72,112.33,105.06,93.55,85.53,77.51,68.54,44.65,41.51,38.39,35.26,32.17,29.01,25.98,22.77,19.63,16.51,13.37,10.33,7.66,7.21,7.15,7.49,7.84,7.78,7.9,7.78,7.44,7.55,7.44,7.55,7.34,7.38,7.25,7.44,7.29,7.38,9.86,12.67,15.23,17.88,20.64,23.54,26.19,28.8,31.61,34.27,36.88,39.35,42.06,47.77,46.95,47.59,47.28,47.89,44.67,42.81,42.3,42.88,44.68,40.86,42.92,42.38,49.28,43.3,46.7,49.23,50.59,56.57,44.38,49.23,46.7,41.29,34.97,34.97,33.75,32.64,32.64,29.07,29.46,32.13,33.75,34.34,30.72,31.17,31.64,29.07,33.65,36.04,39.9,42.71,43.8,45.3,45.93,60.02,62.86,73.63,76.71,80.29,75.43,86.56,74.8,86.79,108.76,109.91,115.03,130.14,122.69,130.14,130.14,134.92,143.82,130.14,109.78,114.99,109.78,109.78,104.55,86.5,89.03,81.52,69.61,69.61,69.61,79.07,79.07,79.07,83.99,79.07,81.02,62.46,71.44,75.37,67.73,78.4,81.06,72.56,67.54,49.59,51.18,52.32,49.4,46.09,48.68,49.65,53.34,53.7,53.08,56.66,53.62,59.13,56.87,49.32,48.05,43.3,47.94,49.23,34.97,40.35,43.3,40.35,37.81,34.34,33.75,36.32,44.38,41.29,38.61,39.46,36.32,33.75,32.44,32.94,34.61,40.53,43.01,48.03,45.91,49.65,46.56,47.47,47.99,50.96,44.59,42.23,39.16,36.42,33.7,31.11,28.28,25.6,22.95,20.32,17.5,14.71,12.05,9.53,6.77,7.71,7.56,7.71,7.71,7.18,7.41,7.56,6.72,6.54,6.53,6.57,6.63,6.63,6.89,6.77,6.53,6.83,6.93,6.93,7.04,7.17,13.13,20.14,25.77,32.35,38.71,47.97,46.98,46.06,45.3,44.83,46.92,46.96,47.15,43.6,46.53
"54",15.49,23.13,25.27,26.39,22.13,18.51,13.02,22.13,12.48,9.82,10.6,14.83,14.19,14.83,20.24,22.13,25.27,17.71,20.24,18.67,22.36,19.22,20.81,21.43,23.31,25.55,27.94,30.39,32.68,35.07,37.44,39.81,42.21,63.97,73.96,81.5,83.8,89.21,100.34,95.59,101.73,109.97,116.33,147.88,149.79,156.57,158.02,156.57,139.49,134.92,117.58,127.69,122.69,151.62,155.01,163.66,159.37,166.06,164.03,166.5,161.74,160.61,155.01,156.57,150.93,139.12,119.2,110.99,103.94,92.51,84.68,76.85,68.05,44.64,41.51,38.38,35.26,32.16,29,25.95,22.76,19.62,16.5,13.37,10.3,7.6,7.18,7.13,7.44,7.78,7.72,7.84,7.72,7.38,7.49,7.38,7.49,7.29,7.34,7.21,7.38,7.25,7.34,9.83,12.63,15.21,17.87,20.61,23.5,26.15,28.77,31.58,34.25,36.86,39.33,42.05,47.83,47.06,47.82,47.58,48.32,45.02,43.16,42.71,43.41,45.39,41.46,43.72,43.24,50.55,44.38,47.94,50.59,51.99,58.22,45.51,50.59,47.94,42.27,35.62,35.62,34.34,33.18,33.18,29.46,29.87,32.64,34.34,34.97,31.17,31.64,32.13,29.46,34.08,36.44,40.34,43.14,44.13,45.55,46.06,59.71,62.35,73,75.85,79.23,74.15,85.1,73.19,84.94,106.79,107.72,112.65,127.69,120.14,127.69,127.69,132.55,141.69,127.69,107.17,112.39,107.17,107.17,101.94,83.99,86.5,79.07,67.33,67.33,67.33,76.65,76.65,76.65,81.52,76.65,78.76,60.65,69.65,73.72,66.35,77.16,80.11,71.81,67.03,49.74,51.48,52.74,49.78,46.38,49.18,50.27,54.17,54.62,54.06,57.85,54.77,60.55,58.29,50.52,49.28,44.38,49.23,50.59,35.62,41.29,44.38,41.29,38.61,34.97,34.34,37.04,45.51,42.27,39.46,40.35,37.04,34.34,32.87,33.31,34.97,41.09,43.6,48.77,46.46,50.27,46.95,47.81,48.26,51.26,44.59,42.18,39.15,36.43,33.7,31.08,28.27,25.63,22.98,20.36,17.54,14.73,12.09,9.59,6.83,7.78,7.64,7.78,7.78,7.25,7.48,7.64,6.77,6.53,6.53,6.59,6.67,6.67,6.96,6.83,6.53,6.75,6.83,6.83,6.93,7.04,13.06,20,25.72,32.28,38.64,48.04,47.08,46.19,45.47,45.06,47.33,47.45,47.72,44.07,47.23
"55",14.83,22.13,24.18,25.27,21.17,17.71,12.48,21.17,11.96,9.47,10.2,14.19,13.59,14.19,19.36,21.17,24.18,16.93,19.47,18.11,21.74,18.91,20.56,21.32,23.27,25.55,27.93,30.41,32.69,35.06,37.45,39.81,42.2,63.83,73.75,81.01,82.91,88.07,99.07,93.92,99.84,107.87,114.01,145.89,147.88,155.01,156.57,155.01,137.23,132.55,114.99,125.21,120.14,149.79,153.36,162.76,158.02,165.64,164.76,166.34,160.61,159.37,153.36,155.01,149.8,137.92,117.62,109.6,102.78,91.44,83.8,76.17,67.54,44.64,41.51,38.38,35.26,32.15,29,25.93,22.75,19.62,16.49,13.37,10.28,7.55,7.15,7.12,7.38,7.72,7.66,7.78,7.66,7.34,7.44,7.34,7.44,7.25,7.29,7.18,7.34,7.21,7.29,9.81,12.59,15.19,17.85,20.58,23.47,26.12,28.75,31.56,34.23,36.84,39.32,42.04,47.9,47.18,48.07,47.91,48.76,45.39,43.52,43.14,43.97,46.14,42.1,44.56,44.14,51.87,45.51,49.23,51.99,53.46,59.92,46.7,51.99,49.23,43.3,36.32,36.32,34.97,33.75,33.75,29.87,30.28,33.18,34.97,35.62,31.64,32.13,32.64,29.87,34.54,36.86,40.81,43.6,44.48,45.81,46.19,59.4,61.83,72.36,74.99,78.16,72.88,83.63,71.6,83.1,104.8,105.51,110.25,125.21,117.58,125.21,125.21,130.14,139.49,125.21,104.55,109.78,104.55,104.55,99.33,81.52,83.99,76.65,65.1,65.1,65.1,74.27,74.27,74.27,79.07,74.27,76.52,58.88,67.9,72.1,64.99,75.91,79.14,71.04,66.51,49.9,51.78,53.17,50.17,46.68,49.69,50.9,55.04,55.58,55.07,59.07,55.97,62.02,59.77,51.78,50.55,45.51,50.59,51.99,36.32,42.27,45.51,42.27,39.46,35.62,34.97,37.81,46.7,43.3,40.35,41.29,37.81,34.97,33.33,33.7,35.35,41.68,44.22,49.54,47.03,50.92,47.36,48.16,48.54,51.58,44.58,42.14,39.14,36.44,33.7,31.05,28.27,25.65,23.02,20.41,17.58,14.76,12.13,9.65,6.89,7.85,7.71,7.85,7.85,7.33,7.56,7.71,6.83,6.53,6.55,6.63,6.72,6.72,7.03,6.89,6.55,6.68,6.75,6.75,6.83,6.93,13,19.88,25.67,32.21,38.58,48.12,47.19,46.33,45.65,45.3,47.76,47.97,48.32,44.57,47.96
"56",14.19,21.17,23.13,24.18,20.24,16.93,11.96,20.24,11.48,9.15,9.82,13.59,13.02,13.59,18.51,20.24,23.13,16.2,18.74,17.57,21.16,18.61,20.32,21.22,23.23,25.55,27.93,30.44,32.69,35.06,37.46,39.81,42.19,63.67,73.51,80.49,81.99,86.9,97.77,92.24,97.93,105.75,111.66,143.82,145.89,153.36,155.01,153.36,134.92,130.14,112.39,122.69,117.58,147.88,151.62,161.74,156.57,165.11,165.37,166.06,159.37,158.02,151.62,153.36,148.57,136.64,116,108.17,101.58,90.34,82.91,75.48,67.03,44.64,41.52,38.39,35.27,32.14,29.01,25.91,22.75,19.63,16.49,13.39,10.26,7.49,7.13,7.11,7.34,7.66,7.6,7.72,7.6,7.29,7.38,7.29,7.38,7.21,7.25,7.15,7.29,7.18,7.25,9.8,12.56,15.17,17.84,20.56,23.43,26.09,28.72,31.53,34.21,36.83,39.31,42.03,47.97,47.3,48.32,48.24,49.23,45.78,43.9,43.6,44.55,46.92,42.76,45.43,45.08,53.24,46.7,50.59,53.46,54.99,61.68,47.94,53.46,50.59,44.38,37.04,37.04,35.62,34.34,34.34,30.28,30.72,33.75,35.62,36.32,32.13,32.64,33.18,30.28,35.02,37.3,41.29,44.07,44.84,46.09,46.33,59.09,61.31,71.71,74.11,77.08,71.61,82.16,70.03,81.27,102.79,103.29,107.84,122.69,114.99,122.69,122.69,127.69,137.23,122.69,104.55,107.17,104.55,104.55,96.74,79.07,81.52,74.27,62.91,62.91,62.91,71.92,71.92,71.92,76.65,71.92,74.32,57.14,66.16,70.49,63.65,75.91,78.17,70.27,65.98,50.07,52.1,53.61,50.58,47,50.23,51.57,55.93,56.57,56.12,60.34,57.21,63.54,61.29,53.08,51.88,46.7,51.99,53.46,37.04,43.3,46.7,43.3,40.35,36.32,35.62,38.61,47.94,44.38,41.29,42.27,38.61,35.62,33.81,34.11,35.74,42.3,44.87,50.35,47.63,51.6,47.78,48.53,48.84,51.91,44.57,42.1,39.14,36.45,33.7,31.03,28.27,25.68,23.06,20.46,17.62,14.79,12.18,9.72,6.96,7.92,7.78,7.92,7.92,7.41,7.64,7.78,6.89,6.55,6.57,6.67,6.77,6.77,7.1,6.96,6.57,6.63,6.68,6.68,6.75,6.83,12.95,19.76,25.64,32.15,38.53,48.2,47.3,46.48,45.84,45.55,48.21,48.5,48.95,45.1,48.73
"57",13.59,20.24,22.13,23.13,19.36,16.2,11.48,19.36,11.03,8.84,9.47,13.02,12.48,13.02,17.71,19.36,22.13,15.49,18.04,17.06,20.6,18.34,20.1,21.14,23.21,25.56,27.93,30.47,32.71,35.06,37.47,39.82,42.19,63.5,73.24,79.94,81.06,85.72,96.44,90.55,96.01,103.62,109.3,141.69,143.82,151.62,153.36,151.62,132.55,127.69,109.78,120.14,114.99,145.89,149.79,160.61,155.01,164.45,165.85,165.64,158.02,156.57,149.79,151.62,147.24,135.27,114.33,106.7,100.34,89.21,81.99,74.77,66.51,44.64,41.52,38.39,35.28,32.13,29.01,25.9,22.75,19.64,16.5,13.41,10.25,7.44,7.12,7.11,7.29,7.6,7.55,7.66,7.55,7.25,7.34,7.25,7.34,7.18,7.21,7.13,7.25,7.15,7.21,9.79,12.53,15.16,17.83,20.54,23.4,26.06,28.69,31.5,34.19,36.81,39.3,42.02,48.04,47.43,48.6,48.6,49.71,46.19,44.31,44.07,45.17,47.73,43.46,46.35,46.07,54.67,47.94,51.99,54.99,56.57,63.51,49.23,54.99,51.99,45.51,37.81,37.81,36.32,34.97,34.97,30.72,31.17,34.34,36.32,37.04,32.64,33.18,33.75,30.72,35.53,37.77,41.81,44.57,45.22,46.38,46.48,58.77,60.8,71.04,73.23,76,70.36,80.69,68.47,79.45,100.77,101.07,105.42,120.14,112.39,120.14,120.14,125.21,134.92,120.14,101.94,104.55,101.94,101.94,94.15,76.65,79.07,71.92,60.76,60.76,60.76,69.61,69.61,69.61,74.27,69.61,72.14,55.44,64.46,68.89,62.33,74.67,77.18,69.5,65.45,50.25,52.43,54.06,51,47.34,50.79,52.26,56.86,57.6,57.21,61.64,58.49,65.1,62.86,54.44,53.27,47.94,53.46,54.99,37.81,44.38,47.94,44.38,41.29,37.04,36.32,39.46,49.23,45.51,42.27,43.3,39.46,36.32,34.31,34.53,36.15,42.95,45.55,51.19,48.25,52.3,48.23,48.92,49.14,52.25,44.57,42.06,39.13,36.46,33.71,31.01,28.27,25.72,23.1,20.51,17.67,14.83,12.23,9.78,7.03,7.98,7.85,7.98,7.98,7.48,7.71,7.85,6.96,6.57,6.59,6.72,6.83,6.83,7.18,7.03,6.59,6.59,6.63,6.63,6.68,6.75,12.92,19.66,25.6,32.1,38.48,48.29,47.42,46.63,46.04,45.81,48.68,49.07,49.61,45.65,49.53
